created_at,lat,lon,trap_id,males,females,note,trap_visit_date
2019-09-04 09:10:57.402000+10:00,,,5,1,1,,2019-09-04
2019-09-04 09:12:09.665000+10:00,,,6,2,1,,2019-09-04
2019-09-04 09:12:59.442000+10:00,,,7,2,0,,2019-09-04
2019-09-04 09:13:54.370000+10:00,,,8,0,2,,2019-09-04
2019-09-04 09:16:34.227000+10:00,,,9,1,0,,2019-09-04
2019-09-04 09:18:50.977000+10:00,,,10,3,4,,2019-09-04
2019-09-04 09:19:33.049000+10:00,,,11,0,0,,2019-09-04
2019-09-04 09:20:40.376000+10:00,,,12,3,2,,2019-09-04
2019-09-04 09:21:39.442000+10:00,,,13,3,0,,2019-09-04
2019-09-04 09:22:46.580000+10:00,,,14,0,0,lure,2019-09-04
2019-09-04 09:24:27.517000+10:00,,,15,0,0,,2019-09-04
2019-09-04 09:25:59.760000+10:00,,,16,1,0,,2019-09-04
2019-09-04 09:26:57.669000+10:00,,,17,2,0,,2019-09-04
2019-09-04 09:27:57.697000+10:00,,,18,0,0,,2019-09-04
2019-09-04 09:35:07.833000+10:00,,,19,0,0,,2019-09-04
2019-09-04 09:35:49.799000+10:00,,,20,0,1,,2019-09-04
2019-09-04 09:36:32.408000+10:00,,,21,2,2,,2019-09-04
2019-09-04 09:37:44.610000+10:00,,,22,1,2,,2019-09-04
2019-09-04 09:38:30.029000+10:00,,,23,2,1,lure,2019-09-04
2019-09-04 09:39:25.631000+10:00,,,24,0,2,,2019-09-04
2019-09-04 09:40:23.363000+10:00,,,25,1,3,,2019-09-04
2019-09-04 09:41:00.784000+10:00,,,26,0,0,,2019-09-04
2019-09-04 09:41:35.847000+10:00,,,27,0,1,,2019-09-04
2019-09-04 09:42:11.323000+10:00,,,28,1,1,,2019-09-04
2019-09-04 09:42:54.360000+10:00,,,29,1,2,,2019-09-04
2019-09-04 09:43:46.002000+10:00,,,30,1,1,,2019-09-04
2019-09-11 09:07:52.554000+10:00,,,40,1,0,lure,2019-09-11
2019-09-11 09:10:37.941000+10:00,,,39,2,0,,2019-09-11
2019-09-11 09:11:28.385000+10:00,,,38,0,1,,2019-09-11
2019-09-11 09:12:40.203000+10:00,,,37,0,1,,2019-09-11
2019-09-11 09:13:38.163000+10:00,,,36,0,0,lure,2019-09-11
2019-09-11 09:15:12.517000+10:00,,,35,1,1,,2019-09-11
2019-09-11 09:15:55.748000+10:00,,,34,0,0,,2019-09-11
2019-09-11 09:17:24.993000+10:00,,,33,0,1,lure,2019-09-11
2019-09-11 09:18:34.279000+10:00,,,32,0,2,,2019-09-11
2019-09-11 09:19:50.695000+10:00,,,31,0,2,lure,2019-09-11
2019-09-11 09:24:15.497000+10:00,,,1,0,1,lure,2019-09-11
2019-09-11 09:25:19.700000+10:00,,,2,1,2,,2019-09-11
2019-09-11 09:26:27.717000+10:00,,,3,0,0,,2019-09-11
2019-09-11 09:28:19.084000+10:00,,,4,0,2,,2019-09-11
2019-09-11 09:29:10.697000+10:00,,,5,0,3,,2019-09-11
2019-09-11 09:29:56.102000+10:00,,,6,0,0,,2019-09-11
2019-09-11 09:30:47.193000+10:00,,,7,0,1,,2019-09-11
2019-09-11 09:31:50.305000+10:00,,,8,0,0,lure,2019-09-11
2019-09-11 09:35:49.891000+10:00,,,9,0,0,lure,2019-09-11
2019-09-11 09:36:39.500000+10:00,,,10,0,0,,2019-09-11
2019-09-11 09:37:16.052000+10:00,,,11,0,0,,2019-09-11
2019-09-11 09:38:21.331000+10:00,,,12,0,0,,2019-09-11
2019-09-11 09:39:07.827000+10:00,,,13,0,1,,2019-09-11
2019-09-11 09:40:05.493000+10:00,,,14,0,0,,2019-09-11
2019-09-11 09:40:59.443000+10:00,,,15,0,1,,2019-09-11
2019-09-11 09:42:17.570000+10:00,,,16,0,0,lure,2019-09-11
2019-09-11 09:44:10.057000+10:00,,,17,1,2,lure,2019-09-11
2019-09-11 09:45:31.319000+10:00,,,18,0,0,lure,2019-09-11
2019-09-11 09:53:40.890000+10:00,,,19,1,1,,2019-09-11
2019-09-11 09:54:26.841000+10:00,,,20,0,1,lure,2019-09-11
2019-09-11 09:55:33.912000+10:00,,,21,0,0,,2019-09-11
2019-09-11 09:56:14.076000+10:00,,,22,0,0,,2019-09-11
2019-09-11 09:56:51.349000+10:00,,,23,0,0,,2019-09-11
2019-09-11 09:57:42.660000+10:00,,,24,0,0,lure,2019-09-11
2019-09-11 09:58:49.011000+10:00,,,25,1,0,,2019-09-11
2019-09-11 09:59:30.643000+10:00,,,26,0,2,,2019-09-11
2019-09-11 10:00:16.330000+10:00,,,27,1,0,lure,2019-09-11
2019-09-11 10:01:18.894000+10:00,,,28,1,1,,2019-09-11
2019-09-11 10:02:19.828000+10:00,,,29,1,1,lure,2019-09-11
2019-09-11 10:03:34.250000+10:00,,,30,0,0,,2019-09-11
2019-09-18 08:43:29.094000+10:00,,,40,3,4,,2019-09-18
2019-09-18 08:45:08.967000+10:00,,,39,4,1,,2019-09-18
2019-09-18 08:46:09.100000+10:00,,,38,1,0,,2019-09-18
2019-09-18 08:47:47.235000+10:00,,,37,0,3,,2019-09-18
2019-09-18 08:48:37.968000+10:00,,,36,3,2,,2019-09-18
2019-09-18 08:49:23.267000+10:00,,,35,0,3,,2019-09-18
2019-09-18 08:50:04.638000+10:00,,,34,1,2,,2019-09-18
2019-09-18 08:50:48.766000+10:00,,,33,0,1,,2019-09-18
2019-09-18 08:51:45.731000+10:00,,,32,0,3,,2019-09-18
2019-09-18 08:53:14.079000+10:00,,,31,0,1,,2019-09-18
2019-09-18 08:57:10.979000+10:00,,,1,1,1,,2019-09-18
2019-09-18 08:58:12.852000+10:00,,,2,1,1,,2019-09-18
2019-09-18 09:00:15.982000+10:00,,,3,0,0,,2019-09-18
2019-09-18 09:00:57.484000+10:00,,,4,0,0,,2019-09-18
2019-09-18 09:01:44.727000+10:00,,,5,2,1,,2019-09-18
2019-09-18 09:02:55.341000+10:00,,,6,0,0,,2019-09-18
2019-09-18 09:03:46.465000+10:00,,,7,0,0,,2019-09-18
2019-09-18 09:06:48.207000+10:00,,,10,3,0,,2019-09-18
2019-09-18 09:09:06.668000+10:00,,,9,0,0,,2019-09-18
2019-09-18 09:10:32.576000+10:00,,,10,0,0,,2019-09-18
2019-09-18 09:11:48.644000+10:00,,,11,1,0,,2019-09-18
2019-09-18 09:12:42.792000+10:00,,,12,1,1,,2019-09-18
2019-09-18 09:13:41.358000+10:00,,,13,0,1,,2019-09-18
2019-09-18 09:15:14.332000+10:00,,,14,1,2,,2019-09-18
2019-09-18 09:16:26.413000+10:00,,,15,1,0,,2019-09-18
2019-09-18 09:18:02.459000+10:00,,,16,1,2,,2019-09-18
2019-09-18 09:21:07.386000+10:00,,,17,0,2,,2019-09-18
2019-09-18 09:21:27.972000+10:00,,,18,0,0,,2019-09-18
2019-09-18 09:29:21.866000+10:00,,,19,0,0,,2019-09-18
2019-09-18 09:30:25.868000+10:00,,,20,0,1,,2019-09-18
2019-09-18 09:31:44.950000+10:00,,,21,1,1,,2019-09-18
2019-09-18 09:32:32.986000+10:00,,,22,2,1,,2019-09-18
2019-09-18 09:33:33.533000+10:00,,,23,0,0,,2019-09-18
2019-09-18 09:35:39.608000+10:00,,,24,0,0,,2019-09-18
2019-09-18 09:36:16.940000+10:00,,,25,0,1,,2019-09-18
2019-09-18 09:37:26.624000+10:00,,,26,0,0,,2019-09-18
2019-09-18 09:37:57.854000+10:00,,,27,0,0,,2019-09-18
2019-09-18 09:38:42.139000+10:00,,,28,0,2,,2019-09-18
2019-09-18 09:39:46.323000+10:00,,,29,0,1,,2019-09-18
2019-09-18 09:40:48.772000+10:00,,,30,0,0,,2019-09-18
2019-09-25 10:20:10.421000+10:00,,,40,1,5,,2019-09-25
2019-09-25 10:21:26.398000+10:00,,,39,3,3,,2019-09-25
2019-09-25 10:22:26.853000+10:00,,,38,0,2,,2019-09-25
2019-09-25 10:23:12.382000+10:00,,,37,0,4,,2019-09-25
2019-09-25 10:23:57.157000+10:00,,,36,1,1,,2019-09-25
2019-09-25 10:24:38.310000+10:00,,,35,1,2,,2019-09-25
2019-09-25 10:25:29.587000+10:00,,,34,2,0,,2019-09-25
2019-09-25 10:26:04.613000+10:00,,,33,0,2,,2019-09-25
2019-09-25 10:26:46.657000+10:00,,,32,1,2,,2019-09-25
2019-09-25 10:27:40.463000+10:00,,,31,0,0,,2019-09-25
2019-09-25 10:31:42.988000+10:00,,,1,0,0,,2019-09-25
2019-09-25 10:32:35.729000+10:00,,,2,2,1,,2019-09-25
2019-09-25 10:33:53.059000+10:00,,,3,1,0,,2019-09-25
2019-09-25 10:35:00.480000+10:00,,,4,0,4,,2019-09-25
2019-09-25 10:35:52.714000+10:00,,,5,0,0,,2019-09-25
2019-09-25 10:36:57.341000+10:00,,,6,0,0,,2019-09-25
2019-09-25 10:38:07.101000+10:00,,,7,1,1,,2019-09-25
2019-09-25 10:39:10.985000+10:00,,,8,1,1,,2019-09-25
2019-09-25 10:45:18.941000+10:00,,,9,2,2,,2019-09-25
2019-09-25 10:46:32.799000+10:00,,,10,0,0,,2019-09-25
2019-09-25 10:47:25.617000+10:00,,,11,0,0,,2019-09-25
2019-09-25 10:48:17.101000+10:00,,,12,1,1,,2019-09-25
2019-09-25 10:49:12.998000+10:00,,,13,0,0,,2019-09-25
2019-09-25 10:52:03.886000+10:00,,,14,15,1,,2019-09-25
2019-09-25 10:54:42.113000+10:00,,,16,0,0,,2019-09-25
2019-09-25 10:56:53.392000+10:00,,,17,1,1,,2019-09-25
2019-09-25 10:57:23.091000+10:00,,,18,5,0,,2019-09-25
2019-09-25 11:03:55.888000+10:00,,,19,1,2,,2019-09-25
2019-09-25 11:04:35.572000+10:00,,,20,0,1,,2019-09-25
2019-09-25 11:05:10.006000+10:00,,,21,0,3,,2019-09-25
2019-09-25 11:05:43.705000+10:00,,,22,0,0,,2019-09-25
2019-09-25 11:06:14.614000+10:00,,,23,0,1,,2019-09-25
2019-09-25 11:07:15.088000+10:00,,,24,0,0,,2019-09-25
2019-09-25 11:07:56.119000+10:00,,,25,0,1,,2019-09-25
2019-09-25 11:08:33.007000+10:00,,,26,0,1,,2019-09-25
2019-09-25 11:09:06.534000+10:00,,,27,1,2,,2019-09-25
2019-09-25 11:10:00.116000+10:00,,,28,2,1,,2019-09-25
2019-09-25 11:10:45.537000+10:00,,,29,1,0,,2019-09-25
2019-09-25 11:38:23.819000+10:00,,,30,0,0,,2019-09-25
2019-10-18 13:35:06.374000+10:00,,,40,3,3,lure,2019-10-18
2019-10-18 13:37:28.736000+10:00,,,39,3,7,,2019-10-18
2019-10-18 13:39:16.481000+10:00,,,38,1,2,lure,2019-10-18
2019-10-18 13:40:26.569000+10:00,,,37,2,3,,2019-10-18
2019-10-18 13:41:43.283000+10:00,,,36,3,6,lure,2019-10-18
2019-10-18 13:45:44.685000+10:00,,,35,4,4,lure,2019-10-18
2019-10-18 13:46:43.288000+10:00,,,34,3,1,lure,2019-10-18
2019-10-18 13:48:39.692000+10:00,,,33,4,5,,2019-10-18
2019-10-18 13:49:35.011000+10:00,,,32,2,3,lure,2019-10-18
2019-10-18 13:51:24.007000+10:00,,,31,5,5,,2019-10-18
2019-10-18 13:58:30.567000+10:00,,,1,0,0,lure,2019-10-18
2019-10-18 14:03:57.484000+10:00,13.409049,144.737144,2,0,0,lure,2019-10-18
2019-10-18 14:10:24.163000+10:00,,,3,1,0,,2019-10-18
2019-10-18 14:11:59.742000+10:00,,,4,6,5,,2019-10-18
2019-10-18 14:16:33.358000+10:00,,,5,2,1,lure,2019-10-18
2019-10-18 14:19:09.349000+10:00,,,6,0,0,lure,2019-10-18
2019-10-18 14:21:39.826000+10:00,,,7,6,5,lure,2019-10-18
2019-10-18 14:24:42.935000+10:00,,,8,6,7,,2019-10-18
2019-10-18 14:28:06.818000+10:00,,,9,0,3,,2019-10-18
2019-10-18 14:28:58.545000+10:00,,,10,1,2,lure,2019-10-18
2019-10-18 14:30:17.465000+10:00,,,11,1,1,lure,2019-10-18
2019-10-18 14:31:37.647000+10:00,,,12,0,2,lure,2019-10-18
2019-10-18 14:33:02.282000+10:00,,,13,3,3,lure,2019-10-18
2019-10-18 14:36:04.332000+10:00,,,14,2,2,lure,2019-10-18
2019-10-18 14:39:54.096000+10:00,,,15,1,2,lure,2019-10-18
2019-10-18 14:42:29.157000+10:00,,,16,6,4,,2019-10-18
2019-10-18 14:43:51.617000+10:00,,,17,3,6,,2019-10-18
2019-10-18 14:45:25.221000+10:00,,,18,3,2,,2019-10-18
2019-10-18 14:52:08.085000+10:00,,,19,1,4,lure,2019-10-18
2019-10-18 14:54:27.248000+10:00,,,20,2,3,,2019-10-18
2019-10-18 14:55:29.355000+10:00,,,21,3,2,lure,2019-10-18
2019-10-18 14:56:53.805000+10:00,,,22,1,1,lure,2019-10-18
2019-10-18 14:58:08.664000+10:00,,,23,4,4,lure,2019-10-18
2019-10-18 15:00:30.232000+10:00,,,24,6,5,,2019-10-18
2019-10-18 15:01:52.857000+10:00,,,26,1,1,lure,2019-10-18
2019-10-18 15:03:18.019000+10:00,,,26,0,1,,2019-10-18
2019-10-18 15:04:11.884000+10:00,,,27,5,0,,2019-10-18
2019-10-18 15:05:03.001000+10:00,,,28,0,0,lure,2019-10-18
2019-10-18 15:06:29.952000+10:00,,,29,4,4,,2019-10-18
2019-10-18 15:07:56.041000+10:00,,,30,1,1,lure,2019-10-18
2019-10-25 13:37:32.755000+10:00,,,40,1,4,,2019-10-25
2019-10-25 13:38:17.807000+10:00,,,39,1,0,,2019-10-25
2019-10-25 13:39:09.432000+10:00,,,38,3,2,,2019-10-25
2019-10-25 13:39:46.664000+10:00,,,37,1,0,lure,2019-10-25
2019-10-25 13:40:44.240000+10:00,,,36,0,1,,2019-10-25
2019-10-25 13:41:27.765000+10:00,,,35,0,2,,2019-10-25
2019-10-25 13:42:09.978000+10:00,,,34,3,2,,2019-10-25
2019-10-25 13:42:51.825000+10:00,,,33,1,0,lure,2019-10-25
2019-10-25 13:43:58.730000+10:00,,,32,1,0,,2019-10-25
2019-10-25 13:44:48.124000+10:00,,,31,4,6,,2019-10-25
2019-10-25 13:48:29.560000+10:00,,,1,3,2,,2019-10-25
2019-10-25 13:49:12.021000+10:00,,,2,1,3,,2019-10-25
2019-10-25 13:50:22.342000+10:00,,,3,0,1,,2019-10-25
2019-10-25 13:51:06.292000+10:00,,,4,2,2,lure,2019-10-25
2019-10-25 13:52:05.706000+10:00,,,5,1,3,,2019-10-25
2019-10-25 13:52:53.358000+10:00,,,6,0,1,,2019-10-25
2019-10-25 13:54:02.645000+10:00,,,7,2,1,,2019-10-25
2019-10-25 13:54:58.650000+10:00,,,8,5,3,lure,2019-10-25
2019-10-25 13:58:09.529000+10:00,,,9,0,2,,2019-10-25
2019-10-25 13:58:49.981000+10:00,,,10,2,3,,2019-10-25
2019-10-25 13:59:27.503000+10:00,,,11,0,0,,2019-10-25
2019-10-25 14:00:16.404000+10:00,,,12,1,3,,2019-10-25
2019-10-25 14:01:10.688000+10:00,,,13,3,1,,2019-10-25
2019-10-25 14:02:02.782000+10:00,,,14,0,2,,2019-10-25
2019-10-25 14:02:51.598000+10:00,,,15,1,1,,2019-10-25
2019-10-25 14:03:45.803000+10:00,,,16,0,1,lure,2019-10-25
2019-10-25 14:05:13.749000+10:00,,,17,0,4,,2019-10-25
2019-10-25 14:06:27.490000+10:00,,,18,0,1,,2019-10-25
2019-10-25 14:12:10.362000+10:00,,,19,1,4,,2019-10-25
2019-10-25 14:12:51.075000+10:00,,,20,2,1,,2019-10-25
2019-10-25 14:13:25.335000+10:00,,,21,0,0,,2019-10-25
2019-10-25 14:13:57.817000+10:00,,,22,2,0,,2019-10-25
2019-10-25 14:14:41.951000+10:00,,,23,1,1,,2019-10-25
2019-10-25 14:17:37.736000+10:00,,,24,2,5,,2019-10-25
2019-10-25 14:18:32.104000+10:00,,,25,1,3,,2019-10-25
2019-10-25 14:19:10.406000+10:00,,,26,1,0,lure,2019-10-25
2019-10-25 14:20:00.713000+10:00,,,27,0,1,,2019-10-25
2019-10-25 14:20:32.496000+10:00,,,28,0,1,,2019-10-25
2019-10-25 14:21:27.975000+10:00,,,29,0,2,lure,2019-10-25
2019-10-25 14:23:03.947000+10:00,,,30,4,3,,2019-10-25
2019-10-30 08:39:58.620000+10:00,,,40,1,1,,2019-10-30
2019-10-30 08:40:40.511000+10:00,,,39,0,0,lure,2019-10-30
2019-10-30 08:41:58.920000+10:00,,,38,1,0,,2019-10-30
2019-10-30 08:42:46.122000+10:00,,,37,1,2,,2019-10-30
2019-10-30 08:43:30.324000+10:00,,,36,0,0,,2019-10-30
2019-10-30 08:44:26.175000+10:00,,,35,1,0,,2019-10-30
2019-10-30 08:45:10.823000+10:00,,,34,0,2,,2019-10-30
2019-10-30 08:46:38.413000+10:00,,,33,0,1,,2019-10-30
2019-10-30 08:47:25.314000+10:00,,,32,0,0,,2019-10-30
2019-10-30 08:48:16.727000+10:00,,,31,2,3,,2019-10-30
2019-10-30 08:52:38.409000+10:00,,,1,3,1,,2019-10-30
2019-10-30 08:53:18.646000+10:00,,,2,2,2,,2019-10-30
2019-10-30 08:54:42.336000+10:00,,,3,0,0,lure,2019-10-30
2019-10-30 08:55:57.356000+10:00,,,4,2,3,,2019-10-30
2019-10-30 08:56:34.664000+10:00,,,5,0,0,,2019-10-30
2019-10-30 08:57:28.847000+10:00,,,6,0,1,,2019-10-30
2019-10-30 08:58:19.004000+10:00,,,7,1,2,,2019-10-30
2019-10-30 08:59:07.976000+10:00,,,8,1,1,,2019-10-30
2019-10-30 09:02:18.929000+10:00,,,9,0,0,,2019-10-30
2019-10-30 09:03:01.928000+10:00,,,10,1,1,,2019-10-30
2019-10-30 09:04:24.247000+10:00,,,11,0,0,,2019-10-30
2019-10-30 09:05:08.836000+10:00,,,12,0,3,,2019-10-30
2019-10-30 09:06:16.301000+10:00,,,13,2,4,,2019-10-30
2019-10-30 09:07:34.664000+10:00,,,14,1,1,,2019-10-30
2019-10-30 09:08:38.173000+10:00,,,15,1,3,,2019-10-30
2019-10-30 09:09:50.187000+10:00,,,16,0,3,,2019-10-30
2019-10-30 09:10:59.549000+10:00,,,17,0,1,,2019-10-30
2019-10-30 09:12:36.353000+10:00,,,18,0,0,lure,2019-10-30
2019-10-30 09:19:23.761000+10:00,,,19,2,1,,2019-10-30
2019-10-30 09:20:38.523000+10:00,,,20,2,3,lure,2019-10-30
2019-10-30 09:21:45.950000+10:00,,,21,1,0,,2019-10-30
2019-10-30 09:22:23.390000+10:00,,,22,1,2,,2019-10-30
2019-10-30 09:22:58.507000+10:00,,,23,0,3,,2019-10-30
2019-10-30 09:23:50.244000+10:00,,,24,1,1,lure,2019-10-30
2019-10-30 09:25:02.544000+10:00,,,25,1,4,W-1,2019-10-30
2019-10-30 09:25:46.430000+10:00,,,26,1,1,,2019-10-30
2019-10-30 09:26:30.114000+10:00,,,27,0,1,lure,2019-10-30
2019-10-30 09:27:24.752000+10:00,,,28,0,2,lure,2019-10-30
2019-10-30 09:28:37.439000+10:00,,,29,1,2,lure,2019-10-30
2019-10-30 09:30:05.717000+10:00,,,30,0,2,,2019-10-30
2019-11-06 08:38:52.939000+10:00,,,40,1,2,,2019-11-06
2019-11-06 08:39:44.978000+10:00,,,39,0,2,,2019-11-06
2019-11-06 08:40:28.188000+10:00,,,38,1,1,,2019-11-06
2019-11-06 08:41:11.961000+10:00,,,37,0,2,,2019-11-06
2019-11-06 08:42:12.501000+10:00,,,36,1,1,,2019-11-06
2019-11-06 08:43:12.556000+10:00,,,35,2,1,,2019-11-06
2019-11-06 08:44:02.200000+10:00,,,34,0,0,,2019-11-06
2019-11-06 08:44:45.389000+10:00,,,33,0,2,,2019-11-06
2019-11-06 08:45:32.308000+10:00,,,32,0,1,,2019-11-06
2019-11-06 08:46:18.355000+10:00,,,31,1,3,,2019-11-06
2019-11-06 08:56:05.395000+10:00,,,1,2,1,,2019-11-06
2019-11-06 08:57:15.674000+10:00,,,2,1,3,,2019-11-06
2019-11-06 08:59:32.490000+10:00,,,3,1,4,,2019-11-06
2019-11-06 09:00:20.893000+10:00,,,4,1,0,,2019-11-06
2019-11-06 09:01:03.249000+10:00,,,5,1,2,,2019-11-06
2019-11-06 09:01:55.649000+10:00,,,6,2,3,,2019-11-06
2019-11-06 09:03:20.304000+10:00,,,7,2,2,,2019-11-06
2019-11-06 09:04:24.691000+10:00,,,8,2,5,,2019-11-06
2019-11-06 09:08:01.342000+10:00,,,9,0,0,lure,2019-11-06
2019-11-06 09:08:53.966000+10:00,,,10,1,0,,2019-11-06
2019-11-06 09:09:44.722000+10:00,,,11,1,1,,2019-11-06
2019-11-06 09:10:37.103000+10:00,,,12,3,1,,2019-11-06
2019-11-06 09:11:29.469000+10:00,,,13,0,1,,2019-11-06
2019-11-06 09:12:40.091000+10:00,,,14,2,4,,2019-11-06
2019-11-06 09:13:36.887000+10:00,,,15,1,1,,2019-11-06
2019-11-06 09:15:00.567000+10:00,,,16,2,2,,2019-11-06
2019-11-06 09:16:23.186000+10:00,,,17,0,2,lure,2019-11-06
2019-11-06 09:18:00.892000+10:00,,,18,0,1,,2019-11-06
2019-11-06 09:25:06.734000+10:00,,,19,1,2,,2019-11-06
2019-11-06 09:26:53.436000+10:00,,,20,0,3,,2019-11-06
2019-11-06 09:27:33.897000+10:00,,,21,1,1,,2019-11-06
2019-11-06 09:28:09.618000+10:00,,,22,1,1,,2019-11-06
2019-11-06 09:28:55.321000+10:00,,,23,2,5,,2019-11-06
2019-11-06 09:29:36.831000+10:00,,,24,0,0,,2019-11-06
2019-11-06 09:33:20.397000+10:00,,,25,1,1,,2019-11-06
2019-11-06 09:34:22.277000+10:00,,,26,0,3,,2019-11-06
2019-11-06 09:34:57.190000+10:00,,,27,0,2,,2019-11-06
2019-11-06 09:35:37.045000+10:00,,,28,1,2,,2019-11-06
2019-11-06 09:36:28.090000+10:00,,,29,2,3,,2019-11-06
2019-11-06 09:37:24.048000+10:00,,,30,2,1,,2019-11-06
2019-11-13 08:38:15.971000+10:00,,,40,1,2,,2019-11-13
2019-11-13 08:39:00.158000+10:00,,,39,0,1,,2019-11-13
2019-11-13 08:39:53.251000+10:00,,,38,2,2,,2019-11-13
2019-11-13 08:41:22.202000+10:00,,,37,1,0,,2019-11-13
2019-11-13 08:42:41.777000+10:00,,,36,0,3,,2019-11-13
2019-11-13 08:45:05.388000+10:00,,,35,0,1,,2019-11-13
2019-11-13 08:45:57.723000+10:00,,,34,2,4,,2019-11-13
2019-11-13 08:46:48.220000+10:00,,,33,0,3,,2019-11-13
2019-11-13 08:47:33.728000+10:00,,,32,0,2,,2019-11-13
2019-11-13 08:50:04.139000+10:00,,,31,1,0,,2019-11-13
2019-11-13 08:54:18.210000+10:00,,,1,1,1,,2019-11-13
2019-11-13 08:54:47.911000+10:00,,,2,2,5,,2019-11-13
2019-11-13 08:56:38.491000+10:00,,,3,2,4,,2019-11-13
2019-11-13 08:57:15.340000+10:00,,,4,1,3,,2019-11-13
2019-11-13 08:58:03.628000+10:00,,,5,0,1,lure,2019-11-13
2019-11-13 08:59:14.084000+10:00,,,6,2,1,,2019-11-13
2019-11-13 09:02:36.541000+10:00,,,7,0,0,,2019-11-13
2019-11-13 09:05:09.006000+10:00,,,7,2,2,,2019-11-13
2019-11-13 09:08:12.965000+10:00,,,9,1,2,,2019-11-13
2019-11-13 09:08:53.946000+10:00,,,10,0,2,,2019-11-13
2019-11-13 09:09:59.992000+10:00,,,11,2,1,,2019-11-13
2019-11-13 09:10:55.681000+10:00,,,12,1,2,,2019-11-13
2019-11-13 09:12:29.114000+10:00,,,13,1,1,,2019-11-13
2019-11-13 09:15:14.598000+10:00,,,14,1,2,,2019-11-13
2019-11-13 09:16:16.067000+10:00,,,15,0,2,,2019-11-13
2019-11-13 09:19:45.261000+10:00,,,16,1,2,,2019-11-13
2019-11-13 09:21:58.562000+10:00,,,17,1,1,,2019-11-13
2019-11-13 09:23:10.193000+10:00,,,18,0,1,,2019-11-13
2019-11-13 09:29:26.353000+10:00,,,19,1,2,,2019-11-13
2019-11-13 09:33:19.287000+10:00,,,20,0,1,,2019-11-13
2019-11-13 09:34:12.173000+10:00,,,21,2,1,,2019-11-13
2019-11-13 09:34:55.608000+10:00,,,22,0,0,,2019-11-13
2019-11-13 09:35:31.204000+10:00,,,23,1,4,,2019-11-13
2019-11-13 09:37:29.235000+10:00,,,24,2,3,,2019-11-13
2019-11-13 09:39:23.621000+10:00,,,25,2,1,,2019-11-13
2019-11-13 09:40:03.981000+10:00,,,26,1,1,,2019-11-13
2019-11-13 09:41:08.345000+10:00,,,27,0,1,,2019-11-13
2019-11-13 09:41:52.874000+10:00,,,28,0,1,,2019-11-13
2019-11-13 09:42:49.698000+10:00,,,29,0,3,,2019-11-13
2019-11-13 09:44:25.437000+10:00,,,30,0,0,,2019-11-13
2019-11-22 15:19:56.807000+10:00,,,40,2,6,,2019-11-22
2019-11-22 15:20:48.025000+10:00,,,39,3,7,,2019-11-22
2019-11-22 15:22:02.937000+10:00,,,38,4,4,lure,2019-11-22
2019-11-22 15:23:06.597000+10:00,,,37,4,4,,2019-11-22
2019-11-22 15:23:48.170000+10:00,,,36,0,3,lure,2019-11-22
2019-11-22 15:25:01.243000+10:00,,,35,3,5,,2019-11-22
2019-11-22 15:25:46.036000+10:00,,,34,3,6,,2019-11-22
2019-11-22 15:26:24.977000+10:00,,,33,2,3,,2019-11-22
2019-11-22 15:27:25.643000+10:00,,,32,0,5,,2019-11-22
2019-11-22 15:28:06.569000+10:00,,,31,2,4,,2019-11-22
2019-11-22 15:31:48.144000+10:00,,,1,4,4,,2019-11-22
2019-11-22 15:32:22.064000+10:00,,,2,4,3,,2019-11-22
2019-11-22 15:34:17.184000+10:00,,,3,0,4,,2019-11-22
2019-11-22 15:35:09.624000+10:00,,,4,3,6,,2019-11-22
2019-11-22 15:35:50.331000+10:00,,,5,2,4,,2019-11-22
2019-11-22 15:36:34.986000+10:00,,,6,3,4,,2019-11-22
2019-11-22 15:37:23.012000+10:00,,,7,2,4,,2019-11-22
2019-11-22 15:38:23.732000+10:00,,,8,4,6,,2019-11-22
2019-11-22 15:41:16.639000+10:00,,,9,1,3,,2019-11-22
2019-11-22 15:42:03.342000+10:00,,,10,2,2,lure,2019-11-22
2019-11-22 15:44:17.032000+10:00,,,11,2,2,,2019-11-22
2019-11-22 15:46:27.900000+10:00,,,12,2,4,,2019-11-22
2019-11-22 15:48:56.360000+10:00,,,13,1,2,,2019-11-22
2019-11-22 15:49:51.174000+10:00,,,14,2,3,,2019-11-22
2019-11-22 15:51:41.595000+10:00,,,15,3,5,,2019-11-22
2019-11-22 15:52:39.454000+10:00,,,16,2,3,,2019-11-22
2019-11-22 15:53:46.719000+10:00,,,17,0,3,,2019-11-22
2019-11-22 15:55:19.384000+10:00,,,18,1,1,,2019-11-22
2019-11-22 16:01:21.756000+10:00,,,19,1,5,,2019-11-22
2019-11-22 16:02:13.613000+10:00,,,20,2,4,,2019-11-22
2019-11-22 16:03:05.019000+10:00,,,21,3,3,,2019-11-22
2019-11-22 16:03:55.595000+10:00,,,22,2,3,,2019-11-22
2019-11-22 16:07:12.681000+10:00,,,23,2,3,lure,2019-11-22
2019-11-22 16:08:19.510000+10:00,,,24,4,8,lure,2019-11-22
2019-11-22 16:11:14.382000+10:00,,,25,3,4,lure,2019-11-22
2019-11-22 16:12:26.432000+10:00,,,26,3,3,,2019-11-22
2019-11-22 16:13:05.995000+10:00,,,27,1,1,,2019-11-22
2019-11-22 16:13:52.364000+10:00,,,28,3,2,,2019-11-22
2019-11-22 16:16:16.388000+10:00,,,29,0,3,,2019-11-22
